date,temp_max,temp_min,precipitation_sum,precipitation_probability_max,windspeed_max,windgusts_max,weathercode,city,lat,lng
2026-09-18,25.1,17.7,0.0,0,16.4,28.4,45,Bouknadel,34.1766,-6.6893
2026-09-19,29.4,17.2,0.0,0,17.3,29.5,45,Bouknadel,34.1766,-6.6893
2026-09-20,34.0,21.6,0.0,0,17.7,31.7,3,Bouknadel,34.1766,-6.6893
2026-09-21,34.1,22.1,0.0,0,15.2,30.2,1,Bouknadel,34.1766,-6.6893
2026-09-22,28.9,19.3,0.0,0,11.0,25.9,45,Bouknadel,34.1766,-6.6893
2026-09-16,28.7,22.1,0.0,0,28.7,51.5,0,Cabo Bojador,26.1269,-14.4992
2026-09-17,25.3,20.8,0.0,0,32.4,58.0,3,Cabo Bojador,26.1269,-14.4992
2026-09-18,24.9,19.8,0.0,0,26.2,49.3,3,Cabo Bojador,26.1269,-14.4992
2026-09-19,25.1,19.1,0.0,0,23.6,45.0,3,Cabo Bojador,26.1269,-14.4992
2026-09-20,26.0,19.4,0.0,0,26.2,48.6,1,Cabo Bojador,26.1269,-14.4992
2026-09-21,27.2,20.5,0.0,2,24.2,45.7,1,Cabo Bojador,26.1269,-14.4992
2026-09-22,27.1,20.5,0.0,4,25.6,48.2,3,Cabo Bojador,26.1269,-14.4992
2026-09-16,36.7,23.2,0.0,0,10.5,19.1,3,Zagora,30.3316,-5.8376
2026-09-17,34.2,26.0,0.3,15,19.2,32.0,80,Zagora,30.3316,-5.8376
2026-09-18,34.7,23.1,0.0,5,15.2,27.7,3,Zagora,30.3316,-5.8376
2026-09-19,35.7,24.8,0.0,0,20.8,32.4,2,Zagora,30.3316,-5.8376
2026-09-20,36.1,25.0,0.0,0,13.5,25.6,3,Zagora,30.3316,-5.8376
2026-09-21,34.7,25.5,0.6,3,10.8,19.8,80,Zagora,30.3316,-5.8376
2026-09-22,35.8,23.1,0.0,3,28.6,44.6,3,Zagora,30.3316,-5.8376
2026-09-16,26.3,20.4,0.0,0,18.4,33.5,2,Azemmour,33.2833,-8.3333
2026-09-17,26.2,20.0,0.0,0,15.8,29.2,3,Azemmour,33.2833,-8.3333
2026-09-18,26.1,18.5,0.0,0,19.3,34.9,45,Azemmour,33.2833,-8.3333
2026-09-19,27.2,19.8,0.0,0,18.3,33.1,2,Azemmour,33.2833,-8.3333
2026-09-20,29.2,20.5,0.0,0,17.6,32.4,2,Azemmour,33.2833,-8.3333
2026-09-21,28.2,21.2,0.0,0,14.1,28.4,45,Azemmour,33.2833,-8.3333
2026-09-22,27.5,20.7,0.0,0,11.6,24.1,45,Azemmour,33.2833,-8.3333
2026-09-16,28.9,17.7,0.0,0,19.0,38.9,2,El Hajeb,33.6928,-5.3711
2026-09-17,26.7,16.3,0.0,0,18.1,38.2,3,El Hajeb,33.6928,-5.3711
2026-09-18,27.1,15.3,0.0,0,16.6,35.6,3,El Hajeb,33.6928,-5.3711
2026-09-19,31.0,17.4,0.0,3,19.8,42.1,2,El Hajeb,33.6928,-5.3711
2026-09-20,32.8,22.0,0.3,10,21.5,45.4,3,El Hajeb,33.6928,-5.3711
2026-09-21,32.2,21.4,0.0,3,19.5,38.2,1,El Hajeb,33.6928,-5.3711
2026-09-22,31.6,19.9,0.0,3,17.2,34.9,3,El Hajeb,33.6928,-5.3711
2026-09-16,29.9,17.5,0.0,0,19.8,37.4,1,Jerada,34.31,-2.16
2026-09-17,27.2,17.5,0.0,5,16.3,30.6,3,Jerada,34.31,-2.16
2026-09-18,27.5,15.3,0.0,5,23.5,50.8,3,Jerada,34.31,-2.16
2026-09-19,29.4,17.0,0.0,13,25.7,54.0,3,Jerada,34.31,-2.16
2026-09-20,27.6,17.3,0.0,3,21.4,45.7,2,Jerada,34.31,-2.16
2026-09-21,27.9,17.2,0.3,3,20.4,43.6,45,Jerada,34.31,-2.16
2026-09-22,29.7,15.4,0.0,3,19.5,36.7,45,Jerada,34.31,-2.16
2026-09-16,32.7,15.8,0.0,0,21.1,36.4,1,El Aïoun,34.5726,-2.5127
2026-09-17,29.1,16.2,0.0,0,14.8,26.3,3,El Aïoun,34.5726,-2.5127
2026-09-18,29.0,16.0,0.0,0,21.3,36.4,45,El Aïoun,34.5726,-2.5127
2026-09-19,30.0,18.8,0.0,3,22.4,38.2,3,El Aïoun,34.5726,-2.5127
2026-09-20,29.0,20.0,0.0,0,17.3,33.5,3,El Aïoun,34.5726,-2.5127
2026-09-21,29.4,20.0,0.0,0,18.6,35.6,3,El Aïoun,34.5726,-2.5127
2026-09-22,30.4,19.0,0.3,0,13.3,25.2,45,El Aïoun,34.5726,-2.5127
2026-09-16,34.4,21.6,0.0,0,20.0,32.8,1,Tameslouht,31.5,-8.1
2026-09-17,29.7,18.4,0.0,0,14.5,24.1,2,Tameslouht,31.5,-8.1
2026-09-18,31.1,18.2,0.0,0,11.6,20.2,3,Tameslouht,31.5,-8.1
2026-09-19,34.6,20.3,0.0,0,10.8,19.4,2,Tameslouht,31.5,-8.1
2026-09-20,38.3,23.8,0.0,23,13.7,32.0,3,Tameslouht,31.5,-8.1
2026-09-21,36.9,24.2,0.0,5,20.7,34.9,3,Tameslouht,31.5,-8.1
2026-09-22,36.7,24.3,0.3,5,16.1,27.4,80,Tameslouht,31.5,-8.1
2026-09-16,27.8,20.4,0.0,0,22.0,39.6,2,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-17,27.6,17.9,0.0,0,14.3,26.3,3,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-18,29.4,16.3,0.0,0,18.2,32.8,45,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-19,35.1,16.4,0.0,0,18.7,34.9,45,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-20,39.0,23.2,0.0,0,18.5,34.6,3,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-21,37.9,23.8,0.0,0,19.2,34.6,1,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-22,35.4,19.0,0.0,0,16.1,30.6,3,Sidi Yahia El Gharb,34.3058,-6.3058
2026-09-16,35.2,21.8,0.0,0,24.0,38.5,1,Chichaoua,31.5333,-8.7667
2026-09-17,30.0,18.6,0.0,0,20.3,32.4,2,Chichaoua,31.5333,-8.7667
2026-09-18,31.4,18.4,0.0,0,16.4,26.6,3,Chichaoua,31.5333,-8.7667
2026-09-19,34.3,19.2,0.0,0,20.0,32.4,2,Chichaoua,31.5333,-8.7667
2026-09-20,35.9,22.7,0.0,5,22.4,38.5,3,Chichaoua,31.5333,-8.7667
2026-09-21,36.8,23.1,0.0,1,20.5,36.4,3,Chichaoua,31.5333,-8.7667
2026-09-22,37.3,22.7,1.2,0,13.4,27.7,80,Chichaoua,31.5333,-8.7667
2026-09-16,33.0,18.7,0.0,0,18.2,33.5,1,Al ’Attawia,31.83,-7.31
2026-09-17,28.9,17.1,0.0,0,14.7,28.8,45,Al ’Attawia,31.83,-7.31
2026-09-18,30.3,16.8,0.0,0,13.4,25.6,3,Al ’Attawia,31.83,-7.31
2026-09-19,34.4,18.7,0.0,0,15.1,28.1,2,Al ’Attawia,31.83,-7.31
2026-09-20,37.3,21.9,0.0,13,21.0,48.6,3,Al ’Attawia,31.83,-7.31
2026-09-21,34.3,22.4,0.3,3,12.6,27.0,80,Al ’Attawia,31.83,-7.31
2026-09-22,35.9,18.6,0.0,3,19.3,34.9,2,Al ’Attawia,31.83,-7.31
2026-09-16,33.4,19.5,0.0,0,23.5,38.9,2,Tabount,30.9014,-6.9217
2026-09-17,30.7,19.5,0.3,30,31.7,51.8,80,Tabount,30.9014,-6.9217
2026-09-18,31.9,18.4,0.3,3,13.3,22.0,80,Tabount,30.9014,-6.9217
2026-09-19,31.6,20.3,0.0,2,12.7,26.3,3,Tabount,30.9014,-6.9217
2026-09-20,32.5,20.2,0.0,3,19.3,31.0,3,Tabount,30.9014,-6.9217
2026-09-21,31.1,21.3,0.0,3,16.0,30.2,3,Tabount,30.9014,-6.9217
2026-09-22,32.1,17.3,0.3,3,31.6,53.3,3,Tabount,30.9014,-6.9217
2026-09-16,34.0,19.2,0.0,0,11.6,26.3,2,Zaïo,34.9396,-2.7334
2026-09-17,27.5,19.3,0.0,0,17.9,35.6,3,Zaïo,34.9396,-2.7334
2026-09-18,27.8,18.7,0.0,3,16.6,35.6,45,Zaïo,34.9396,-2.7334
2026-09-19,27.6,20.3,0.0,0,26.6,54.0,3,Zaïo,34.9396,-2.7334
2026-09-20,27.4,21.2,0.0,0,24.0,46.4,3,Zaïo,34.9396,-2.7334
2026-09-21,27.8,20.5,0.0,3,26.7,47.9,3,Zaïo,34.9396,-2.7334
2026-09-22,28.8,19.7,0.0,0,19.5,34.9,45,Zaïo,34.9396,-2.7334
2026-09-16,29.5,15.9,0.0,0,17.9,35.3,1,Aguelmous,33.1324,-5.8366
2026-09-17,29.6,15.8,0.0,0,18.3,36.0,1,Aguelmous,33.1324,-5.8366
2026-09-18,29.6,15.5,0.0,0,17.4,37.1,3,Aguelmous,33.1324,-5.8366
2026-09-19,32.1,16.3,0.0,3,18.8,39.2,3,Aguelmous,33.1324,-5.8366
2026-09-20,33.0,20.4,0.0,15,27.2,53.6,3,Aguelmous,33.1324,-5.8366
2026-09-21,32.7,19.4,0.3,5,22.6,45.4,3,Aguelmous,33.1324,-5.8366
2026-09-22,31.3,18.6,0.0,5,19.3,37.4,3,Aguelmous,33.1324,-5.8366
2026-09-16,24.8,18.9,0.0,0,19.8,35.6,3,Asilah,35.4667,-6.0333
2026-09-17,24.4,18.6,0.0,0,15.5,29.5,3,Asilah,35.4667,-6.0333
2026-09-18,28.0,16.2,0.0,0,24.1,43.6,45,Asilah,35.4667,-6.0333
2026-09-19,29.5,22.4,0.0,0,34.6,63.7,2,Asilah,35.4667,-6.0333
2026-09-20,30.0,23.7,0.0,0,33.8,64.4,0,Asilah,35.4667,-6.0333
2026-09-21,35.7,23.1,0.0,0,21.7,40.0,0,Asilah,35.4667,-6.0333
2026-09-22,35.0,22.1,0.0,0,14.3,28.4,1,Asilah,35.4667,-6.0333
2026-09-16,29.6,20.8,0.0,0,12.3,22.7,1,Imzouren,35.1464,-3.8506
2026-09-17,25.7,18.1,0.1,0,15.2,28.8,3,Imzouren,35.1464,-3.8506
2026-09-18,26.6,18.9,0.0,3,18.4,32.8,45,Imzouren,35.1464,-3.8506
2026-09-19,29.9,18.6,0.0,0,25.0,48.2,3,Imzouren,35.1464,-3.8506
2026-09-20,28.9,20.8,0.0,0,23.1,41.0,2,Imzouren,35.1464,-3.8506
2026-09-21,30.0,19.6,0.0,0,16.8,33.8,2,Imzouren,35.1464,-3.8506
2026-09-22,29.5,19.3,0.0,0,11.6,23.4,2,Imzouren,35.1464,-3.8506
2026-09-16,28.1,19.5,0.0,0,17.9,32.4,2,Mediouna,33.4556,-7.5208
2026-09-17,27.6,18.3,0.0,0,16.7,31.0,3,Mediouna,33.4556,-7.5208
2026-09-18,27.9,16.3,0.0,0,18.3,33.5,45,Mediouna,33.4556,-7.5208
2026-09-19,31.1,17.4,0.0,0,18.2,32.8,45,Mediouna,33.4556,-7.5208
2026-09-20,35.5,21.1,0.0,0,18.0,32.8,2,Mediouna,33.4556,-7.5208
2026-09-21,31.3,22.4,0.0,0,12.7,36.0,45,Mediouna,33.4556,-7.5208
2026-09-22,28.1,20.7,0.0,0,11.5,30.2,45,Mediouna,33.4556,-7.5208
2026-09-16,30.1,17.4,0.0,0,17.6,33.8,1,Demnat,31.7311,-7.0361
2026-09-17,26.0,15.1,0.0,0,13.7,27.7,2,Demnat,31.7311,-7.0361
2026-09-18,27.9,14.8,0.0,0,12.3,23.8,3,Demnat,31.7311,-7.0361
2026-09-19,32.1,18.3,0.0,0,14.7,28.8,3,Demnat,31.7311,-7.0361
2026-09-20,34.8,21.8,0.0,20,13.4,37.4,3,Demnat,31.7311,-7.0361
2026-09-21,32.3,23.0,0.0,5,11.8,27.0,3,Demnat,31.7311,-7.0361
2026-09-22,33.1,19.8,0.0,5,19.5,38.9,2,Demnat,31.7311,-7.0361
2026-09-16,31.5,20.3,0.0,0,20.3,38.9,1,Aïn Taoujdat,33.9333,-5.2167
2026-09-17,27.2,17.6,0.0,0,15.0,29.9,45,Aïn Taoujdat,33.9333,-5.2167
2026-09-18,29.9,16.7,0.0,0,14.7,28.8,3,Aïn Taoujdat,33.9333,-5.2167
2026-09-19,33.9,18.3,0.0,0,16.6,31.7,2,Aïn Taoujdat,33.9333,-5.2167
2026-09-20,35.3,19.9,0.0,5,18.5,34.6,2,Aïn Taoujdat,33.9333,-5.2167
2026-09-21,35.1,20.0,0.0,1,13.6,26.3,1,Aïn Taoujdat,33.9333,-5.2167
2026-09-22,34.7,19.1,0.0,0,14.5,26.6,3,Aïn Taoujdat,33.9333,-5.2167
2026-09-16,29.1,19.4,0.0,0,19.4,33.8,2,Sidi Smai’il,32.8167,-8.5
2026-09-17,27.3,18.6,0.0,0,18.5,32.8,2,Sidi Smai’il,32.8167,-8.5
2026-09-18,28.8,17.0,0.0,0,20.9,36.7,3,Sidi Smai’il,32.8167,-8.5
2026-09-19,31.1,17.7,0.0,0,17.6,30.6,3,Sidi Smai’il,32.8167,-8.5
2026-09-20,36.6,21.2,0.0,0,16.7,30.2,2,Sidi Smai’il,32.8167,-8.5
2026-09-21,32.0,20.9,0.0,0,14.8,26.6,45,Sidi Smai’il,32.8167,-8.5
2026-09-22,33.1,18.4,0.0,3,15.6,29.2,45,Sidi Smai’il,32.8167,-8.5
2026-09-16,24.7,19.0,0.0,0,18.6,31.0,45,Moulay Bousselham,34.8786,-6.2933
2026-09-17,25.0,18.3,0.0,0,13.2,22.0,3,Moulay Bousselham,34.8786,-6.2933
2026-09-18,24.6,15.3,0.0,0,19.5,32.4,45,Moulay Bousselham,34.8786,-6.2933
2026-09-19,29.2,17.6,0.0,0,16.3,27.4,45,Moulay Bousselham,34.8786,-6.2933
2026-09-20,34.4,20.1,0.0,0,16.1,27.4,3,Moulay Bousselham,34.8786,-6.2933
2026-09-21,34.9,20.6,0.0,0,18.7,33.1,0,Moulay Bousselham,34.8786,-6.2933
2026-09-22,33.0,19.0,0.0,0,18.1,34.2,1,Moulay Bousselham,34.8786,-6.2933
2026-09-16,29.4,19.2,0.0,0,20.0,37.8,45,Mechraa Bel Ksiri,34.56,-5.95
2026-09-17,29.0,18.7,0.0,0,14.4,27.0,3,Mechraa Bel Ksiri,34.56,-5.95
2026-09-18,31.2,16.0,0.0,0,18.6,34.6,45,Mechraa Bel Ksiri,34.56,-5.95
2026-09-19,36.6,17.7,0.0,0,16.2,30.2,45,Mechraa Bel Ksiri,34.56,-5.95
2026-09-20,38.9,24.0,0.0,0,22.8,43.6,1,Mechraa Bel Ksiri,34.56,-5.95
2026-09-21,37.9,24.2,0.0,0,21.1,39.4,0,Mechraa Bel Ksiri,34.56,-5.95
2026-09-22,37.0,22.0,0.0,0,12.3,28.8,3,Mechraa Bel Ksiri,34.56,-5.95
2026-09-16,31.2,19.8,0.0,0,20.6,38.2,3,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-17,29.6,19.4,0.0,0,13.3,24.1,3,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-18,32.1,16.5,0.0,0,11.2,20.9,45,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-19,36.8,19.1,0.0,0,18.7,34.9,2,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-20,38.2,24.2,0.0,0,22.1,42.1,1,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-21,37.2,24.6,0.0,0,20.1,38.0,0,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-22,37.2,23.1,0.0,0,15.7,30.2,3,Souk et Tnine Jorf el Mellah,34.4945,-5.5047
2026-09-16,32.4,18.6,0.0,0,11.2,22.0,1,Zeghanghane,35.1575,-3.0017
2026-09-17,27.3,19.6,0.0,0,16.1,31.0,3,Zeghanghane,35.1575,-3.0017
2026-09-18,26.7,19.3,0.0,3,20.1,38.5,45,Zeghanghane,35.1575,-3.0017
2026-09-19,25.9,21.5,0.2,0,27.7,55.1,3,Zeghanghane,35.1575,-3.0017
2026-09-20,25.7,22.2,1.2,3,23.7,43.2,80,Zeghanghane,35.1575,-3.0017
2026-09-21,26.1,21.7,0.6,3,21.6,39.2,2,Zeghanghane,35.1575,-3.0017
2026-09-22,27.4,20.5,0.0,0,19.0,34.6,45,Zeghanghane,35.1575,-3.0017
2026-09-16,37.1,22.5,0.0,5,25.2,45.7,1,Oulad Barhil,30.6408,-8.475
2026-09-17,30.3,17.8,0.0,3,30.0,52.9,3,Oulad Barhil,30.6408,-8.475
2026-09-18,31.1,18.1,0.0,0,27.6,49.7,3,Oulad Barhil,30.6408,-8.475
2026-09-19,36.3,20.8,0.1,3,23.2,40.7,3,Oulad Barhil,30.6408,-8.475
2026-09-20,38.1,23.1,0.0,0,25.3,46.8,3,Oulad Barhil,30.6408,-8.475
2026-09-21,38.8,21.2,0.0,0,30.1,54.4,3,Oulad Barhil,30.6408,-8.475
2026-09-22,37.2,19.8,0.0,0,17.3,30.6,3,Oulad Barhil,30.6408,-8.475
2026-09-16,26.2,20.2,0.0,0,18.1,35.3,45,Bir Jdid,33.3737,-8.0002
2026-09-17,26.0,18.4,0.0,0,17.4,33.8,3,Bir Jdid,33.3737,-8.0002
2026-09-18,26.2,17.8,0.0,0,18.4,36.0,3,Bir Jdid,33.3737,-8.0002
2026-09-19,27.7,18.7,0.0,0,17.8,34.2,45,Bir Jdid,33.3737,-8.0002
2026-09-20,30.7,20.8,0.0,0,15.4,29.5,2,Bir Jdid,33.3737,-8.0002
2026-09-21,29.9,22.1,0.0,0,14.8,30.6,45,Bir Jdid,33.3737,-8.0002
2026-09-22,28.6,20.0,0.0,0,13.9,27.0,45,Bir Jdid,33.3737,-8.0002
2026-09-16,29.2,18.6,0.0,0,14.7,24.1,2,Bou Arfa,32.531,-1.9631
2026-09-17,31.6,17.3,0.1,15,21.8,52.2,3,Bou Arfa,32.531,-1.9631
2026-09-18,28.4,17.5,0.4,14,16.6,26.6,3,Bou Arfa,32.531,-1.9631
2026-09-19,30.0,17.6,0.0,18,20.1,32.8,3,Bou Arfa,32.531,-1.9631
2026-09-20,30.8,17.5,0.6,13,17.7,31.0,3,Bou Arfa,32.531,-1.9631
2026-09-21,27.3,18.5,1.5,22,13.7,23.8,3,Bou Arfa,32.531,-1.9631
2026-09-22,27.6,16.0,0.0,23,9.1,13.7,3,Bou Arfa,32.531,-1.9631
2026-09-16,30.8,18.7,0.0,0,18.8,36.0,1,Tahannawt,31.3514,-7.9508
2026-09-17,26.4,15.2,0.0,0,13.1,26.6,2,Tahannawt,31.3514,-7.9508
2026-09-18,28.1,15.2,0.0,0,13.1,25.9,2,Tahannawt,31.3514,-7.9508
2026-09-19,31.5,18.7,0.0,10,15.2,29.2,3,Tahannawt,31.3514,-7.9508
2026-09-20,34.4,23.2,0.0,33,14.3,28.8,3,Tahannawt,31.3514,-7.9508
2026-09-21,34.2,23.2,0.0,5,18.2,32.0,3,Tahannawt,31.3514,-7.9508
2026-09-22,33.7,23.3,0.6,9,16.0,30.6,3,Tahannawt,31.3514,-7.9508
2026-09-16,35.1,23.9,0.0,3,10.2,18.4,3,Arfoud,31.4361,-4.2328
2026-09-17,34.2,22.5,0.1,33,23.2,36.4,3,Arfoud,31.4361,-4.2328
2026-09-18,33.6,20.3,0.0,5,15.8,26.6,3,Arfoud,31.4361,-4.2328
2026-09-19,33.9,22.3,0.0,4,17.8,29.5,2,Arfoud,31.4361,-4.2328
2026-09-20,33.6,23.1,0.3,5,11.9,19.1,80,Arfoud,31.4361,-4.2328
2026-09-21,33.4,22.6,0.9,10,18.1,32.0,3,Arfoud,31.4361,-4.2328
2026-09-22,33.4,19.6,0.0,12,7.8,13.7,2,Arfoud,31.4361,-4.2328
2026-09-16,31.3,19.3,0.0,0,18.4,35.3,1,Tahla,34.05,-4.42
2026-09-17,28.9,17.3,0.0,0,13.3,25.6,3,Tahla,34.05,-4.42
2026-09-18,31.2,16.3,0.0,0,14.1,27.0,3,Tahla,34.05,-4.42
2026-09-19,32.4,20.0,0.0,0,25.5,49.7,2,Tahla,34.05,-4.42
2026-09-20,33.5,21.6,0.0,3,24.2,47.9,1,Tahla,34.05,-4.42
2026-09-21,32.3,20.9,0.0,0,15.9,32.0,1,Tahla,34.05,-4.42
2026-09-22,33.6,20.5,0.0,0,10.9,20.9,2,Tahla,34.05,-4.42
2026-09-16,32.4,18.0,0.0,0,23.4,36.7,1,Missour,33.05,-3.9908
2026-09-17,30.8,17.1,0.2,18,22.2,35.6,3,Missour,33.05,-3.9908
2026-09-18,30.5,15.7,0.0,15,31.3,50.0,3,Missour,33.05,-3.9908
2026-09-19,32.5,16.9,0.0,15,28.7,50.8,3,Missour,33.05,-3.9908
2026-09-20,31.3,18.3,0.0,20,24.5,42.1,3,Missour,33.05,-3.9908
2026-09-21,30.2,18.3,0.0,10,26.2,40.3,3,Missour,33.05,-3.9908
2026-09-22,30.5,17.0,0.0,9,8.5,20.5,3,Missour,33.05,-3.9908
2026-09-16,34.9,21.8,0.0,0,25.2,41.8,1,Sidi Lmokhtar,31.57,-9.01
2026-09-17,29.2,18.2,0.0,0,23.5,38.5,2,Sidi Lmokhtar,31.57,-9.01
2026-09-18,31.2,17.8,0.0,0,19.1,31.3,3,Sidi Lmokhtar,31.57,-9.01
2026-09-19,34.0,18.7,0.0,0,14.8,28.1,2,Sidi Lmokhtar,31.57,-9.01
2026-09-20,36.2,23.2,0.0,0,17.7,33.8,3,Sidi Lmokhtar,31.57,-9.01
2026-09-21,35.3,22.9,0.0,0,19.1,34.6,1,Sidi Lmokhtar,31.57,-9.01
2026-09-22,36.6,21.2,0.0,0,21.2,35.6,3,Sidi Lmokhtar,31.57,-9.01
2026-09-16,30.8,19.1,0.0,0,18.9,41.8,2,Douar Toulal,33.8951,-5.6021
2026-09-17,28.0,17.4,0.0,0,15.2,34.6,3,Douar Toulal,33.8951,-5.6021
2026-09-18,29.5,16.2,0.0,0,14.9,34.6,3,Douar Toulal,33.8951,-5.6021
2026-09-19,34.7,18.6,0.0,0,11.9,27.0,2,Douar Toulal,33.8951,-5.6021
2026-09-20,36.9,21.3,0.0,5,15.9,35.3,2,Douar Toulal,33.8951,-5.6021
2026-09-21,35.8,21.6,0.0,1,16.6,32.8,1,Douar Toulal,33.8951,-5.6021
2026-09-22,34.7,21.0,0.0,0,15.8,30.6,3,Douar Toulal,33.8951,-5.6021
2026-09-16,34.9,21.7,0.0,0,12.0,22.3,1,Oulad Yaïch,32.4167,-6.3333
2026-09-17,32.0,18.1,0.0,0,13.5,24.1,1,Oulad Yaïch,32.4167,-6.3333
2026-09-18,33.4,18.6,0.0,0,7.8,16.2,3,Oulad Yaïch,32.4167,-6.3333
2026-09-19,37.8,20.7,0.0,0,12.3,29.5,3,Oulad Yaïch,32.4167,-6.3333
2026-09-20,39.7,24.7,0.0,5,15.7,43.9,3,Oulad Yaïch,32.4167,-6.3333
2026-09-21,36.6,25.2,0.9,3,19.1,35.6,3,Oulad Yaïch,32.4167,-6.3333
2026-09-22,36.6,26.2,0.0,3,19.7,36.7,2,Oulad Yaïch,32.4167,-6.3333
2026-09-16,32.1,17.5,0.0,0,12.5,23.0,1,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-17,30.6,15.7,0.0,0,13.0,24.1,1,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-18,31.7,15.4,0.0,0,10.8,20.5,3,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-19,35.5,17.9,0.0,0,17.2,30.6,2,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-20,37.4,21.0,0.0,13,11.6,29.9,3,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-21,35.9,20.6,0.6,5,14.4,26.6,3,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-22,35.2,21.2,0.0,5,16.3,29.2,2,Zawyat ech Cheïkh,32.6541,-5.9214
2026-09-16,30.6,20.5,0.0,0,26.8,47.2,1,Imi-n-Tanout,31.177,-8.8504
2026-09-17,25.4,16.2,0.0,0,19.1,33.1,45,Imi-n-Tanout,31.177,-8.8504
2026-09-18,27.3,16.2,0.0,0,17.1,30.2,3,Imi-n-Tanout,31.177,-8.8504
2026-09-19,30.3,20.3,0.0,3,15.9,31.0,2,Imi-n-Tanout,31.177,-8.8504
2026-09-20,33.3,24.2,0.9,35,20.3,34.6,80,Imi-n-Tanout,31.177,-8.8504
2026-09-21,33.3,24.7,0.6,5,20.5,37.8,1,Imi-n-Tanout,31.177,-8.8504
2026-09-22,33.0,24.5,1.2,5,12.0,20.9,80,Imi-n-Tanout,31.177,-8.8504
2026-09-16,32.2,20.6,0.0,0,20.6,38.2,2,Sebt Gzoula,32.1219,-9.0889
2026-09-17,28.1,18.3,0.0,0,18.9,35.6,3,Sebt Gzoula,32.1219,-9.0889
2026-09-18,30.2,18.1,0.0,0,18.9,35.6,1,Sebt Gzoula,32.1219,-9.0889
2026-09-19,32.3,18.2,0.0,0,15.6,29.5,2,Sebt Gzoula,32.1219,-9.0889
2026-09-20,33.3,22.6,0.0,0,19.2,36.4,3,Sebt Gzoula,32.1219,-9.0889
2026-09-21,31.4,20.4,0.0,0,11.8,22.3,3,Sebt Gzoula,32.1219,-9.0889
2026-09-22,31.0,19.0,0.0,0,12.7,23.4,3,Sebt Gzoula,32.1219,-9.0889
2026-09-16,37.9,22.3,0.0,0,39.7,57.6,0,Tifariti,26.158,-10.567
2026-09-17,31.5,17.8,0.0,0,36.5,53.6,1,Tifariti,26.158,-10.567
2026-09-18,29.7,16.0,0.0,0,34.7,53.3,3,Tifariti,26.158,-10.567
2026-09-19,31.3,16.5,0.0,0,24.8,36.4,3,Tifariti,26.158,-10.567
2026-09-20,37.5,18.4,0.0,2,12.8,23.0,0,Tifariti,26.158,-10.567
2026-09-21,38.4,24.1,0.0,8,16.0,48.2,1,Tifariti,26.158,-10.567
2026-09-22,38.8,26.1,0.0,5,26.3,39.6,0,Tifariti,26.158,-10.567
